benchmark,onnx_file,vnnlib_file,verdict,wall_s,vnncomp_timeout_s,p_filter,lp_solver,p_min,p_max,threshold,n_disjuncts,error,timestamp
metaroom_2023,6cnn_ry_28_4_no_custom_OP.onnx,spec_idx_113_eps_0.00000436.vnnlib,NOT_APPLICABLE,4.21,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:12:21.960387+00:00
metaroom_2023,6cnn_tz_28_4_no_custom_OP.onnx,spec_idx_173_eps_0.00001000.vnnlib,NOT_APPLICABLE,4.30,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:12:30.355999+00:00
metaroom_2023,6cnn_tz_104_17_no_custom_OP.onnx,spec_idx_155_eps_0.00001000.vnnlib,NOT_APPLICABLE,4.15,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:12:38.469028+00:00
metaroom_2023,6cnn_tz_18_3_no_custom_OP.onnx,spec_idx_166_eps_0.00001000.vnnlib,NOT_APPLICABLE,4.30,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:12:46.820401+00:00
metaroom_2023,6cnn_ry_36_6_no_custom_OP.onnx,spec_idx_116_eps_0.00000436.vnnlib,NOT_APPLICABLE,4.22,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:12:55.039935+00:00
metaroom_2023,6cnn_ry_117_19_no_custom_OP.onnx,spec_idx_101_eps_0.00000436.vnnlib,NOT_APPLICABLE,4.23,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:13:03.272966+00:00
metaroom_2023,6cnn_ry_92_15_no_custom_OP.onnx,spec_idx_147_eps_0.00000436.vnnlib,NOT_APPLICABLE,4.23,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:13:11.633564+00:00
metaroom_2023,6cnn_ry_39_6_no_custom_OP.onnx,spec_idx_119_eps_0.00000436.vnnlib,NOT_APPLICABLE,4.19,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:13:19.925987+00:00
metaroom_2023,4cnn_tz_39_6_no_custom_OP.onnx,spec_idx_63_eps_0.00001000.vnnlib,NOT_APPLICABLE,4.19,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:13:28.176792+00:00
metaroom_2023,6cnn_tz_23_3_no_custom_OP.onnx,spec_idx_172_eps_0.00001000.vnnlib,NOT_APPLICABLE,4.21,210,0.0,gurobi,,,0.001,0,load_onnx_network Exception: error: incorrect dilation,2026-05-06T00:13:36.473444+00:00
